"Date","Price","Open","High","Low","Vol.","Change %"
"04/18/2023","100.93","100.61","101.15","99.60","8.18M","0.63%"
"04/17/2023","100.30","99.57","100.57","99.15","6.71M","0.40%"
"04/14/2023","99.90","100.50","100.86","98.93","7.34M","-0.93%"
"04/13/2023","100.84","98.51","101.07","98.51","8.74M","2.96%"
"04/12/2023","97.94","101.25","102.22","97.70","9.29M","-2.47%"
"04/11/2023","100.42","101.16","101.91","100.29","7.50M","-0.39%"
"04/10/2023","100.81","99.30","100.81","98.90","8.02M","0.84%"
"04/06/2023","99.97","99.44","100.32","98.55","7.04M","0.06%"
"04/05/2023","99.91","99.70","100.18","98.63","7.75M","0.34%"
"04/04/2023","99.57","100.30","100.42","98.76","6.79M","-0.19%"
"04/03/2023","99.76","100.21","100.43","99.27","7.31M","-0.37%"
"03/31/2023","100.13","98.89","100.20","98.50","8.92M","2.07%"
"03/30/2023","98.10","98.73","98.92","97.67","7.67M","1.27%"
"03/29/2023","96.87","96.08","96.91","95.35","5.89M","2.16%"
"03/28/2023","94.82","95.51","96.00","94.59","5.43M","-0.84%"
"03/27/2023","95.62","94.78","96.02","94.38","7.49M","1.64%"
"03/24/2023","94.08","94.81","95.00","93.02","9.54M","-1.83%"
"03/23/2023","95.83","95.28","97.02","94.76","9.53M","0.98%"
"03/22/2023","94.90","97.45","97.93","94.82","8.81M","-1.70%"
"03/21/2023","96.54","95.17","96.85","95.17","7.29M","2.46%"
"03/20/2023","94.22","93.43","94.92","93.00","6.66M","1.09%"
"03/17/2023","93.20","94.05","94.27","92.91","12.94M","-1.16%"
"03/16/2023","94.29","92.67","94.56","91.89","9.95M","1.28%"
"03/15/2023","93.10","91.63","93.36","91.41","9.54M","-0.28%"
"03/14/2023","93.36","94.00","94.30","92.34","10.32M","0.82%"
"03/13/2023","92.60","91.89","94.02","90.46","11.92M","-1.04%"
"03/10/2023","93.57","95.60","95.90","92.83","13.98M","-2.67%"
"03/09/2023","96.14","99.45","100.05","95.92","8.28M","-3.18%"
"03/08/2023","99.30","99.00","99.62","98.30","5.67M","0.24%"
"03/07/2023","99.06","100.40","100.94","98.89","6.95M","-1.59%"
"03/06/2023","100.66","101.61","102.69","100.49","6.77M","-0.47%"
"03/03/2023","101.14","99.67","101.18","98.88","7.43M","2.24%"
"03/02/2023","98.92","97.74","99.29","97.42","7.78M","0.39%"
"03/01/2023","98.54","99.19","99.63","98.10","7.90M","-1.07%"
"02/28/2023","99.61","100.45","100.75","99.57","8.23M","-0.84%"
"02/27/2023","100.45","100.73","101.47","100.06","6.64M","0.15%"
"02/24/2023","100.30","99.53","100.43","98.96","8.52M","-1.41%"
"02/23/2023","101.73","101.45","102.05","99.61","10.97M","0.05%"
"02/22/2023","101.68","101.33","102.56","101.09","9.89M","-0.40%"
"02/21/2023","102.09","103.55","103.73","101.83","10.65M","-2.97%"
"02/17/2023","105.22","105.03","105.80","103.88","9.49M","-0.58%"
"02/16/2023","105.83","107.55","108.02","105.70","9.48M","-3.12%"
"02/15/2023","109.24","107.09","109.27","106.70","8.16M","1.47%"
"02/14/2023","107.66","106.82","108.44","105.82","10.77M","0.00%"
"02/13/2023","107.66","108.10","108.29","106.55","12.34M","-0.37%"
"02/10/2023","108.06","108.96","109.74","107.21","15.57M","-2.08%"
"02/09/2023","110.36","118.04","118.18","109.81","46.14M","-1.27%"
"02/08/2023","111.78","112.20","113.33","110.29","27.72M","0.13%"
"02/07/2023","111.63","109.29","112.12","108.86","10.84M","1.60%"
"02/06/2023","109.87","110.17","110.43","108.53","11.96M","-0.76%"
"02/03/2023","110.71","111.47","113.14","110.37","12.47M","-2.21%"
"02/02/2023","113.21","110.67","113.53","109.69","13.09M","3.49%"
"02/01/2023","109.39","108.50","109.94","106.90","9.98M","0.83%"
"01/31/2023","108.49","107.58","108.71","107.45","8.25M","0.84%"
"01/30/2023","107.59","108.26","108.97","107.48","8.55M","-1.78%"
"01/27/2023","109.54","109.26","110.58","109.16","10.25M","-0.15%"
"01/26/2023","109.70","108.17","109.76","107.57","9.20M","1.46%"
"01/25/2023","108.12","104.96","108.16","104.18","10.01M","2.00%"
"01/24/2023","106.00","105.39","108.44","102.00","8.61M","0.29%"
"01/23/2023","105.69","103.29","105.95","102.92","11.48M","2.14%"
"01/20/2023","103.48","100.34","103.59","99.30","14.55M","4.44%"
"01/19/2023","99.08","98.12","99.45","97.12","10.97M","0.04%"
"01/18/2023","99.04","100.28","101.13","98.72","11.38M","-0.87%"
"01/17/2023","99.91","100.32","100.99","99.00","14.91M","0.51%"
"01/13/2023","99.40","99.38","99.60","98.01","12.23M","-0.41%"
"01/12/2023","99.81","98.50","100.63","97.57","19.76M","3.61%"
"01/11/2023","96.33","95.92","96.55","95.04","8.76M","0.81%"
"01/10/2023","95.56","94.28","95.64","93.82","6.91M","0.83%"
"01/09/2023","94.77","94.43","95.70","93.45","11.68M","0.91%"
"01/06/2023","93.92","92.66","94.69","91.32","9.83M","2.18%"
"01/05/2023","91.92","91.66","92.48","90.51","11.62M","-0.07%"
"01/04/2023","91.98","90.00","92.75","89.36","14.96M","3.38%"
"01/03/2023","88.97","88.98","89.97","87.83","15.00M","2.41%"
"12/30/2022","86.88","85.73","87.12","85.22","23.23M","-0.34%"
"12/29/2022","87.18","85.25","88.24","84.97","13.05M","3.58%"
"12/28/2022","84.17","86.08","86.69","84.07","12.40M","-2.55%"
"12/27/2022","86.37","87.42","87.94","85.96","11.56M","-1.86%"
"12/23/2022","88.01","86.06","88.07","85.77","11.17M","1.55%"
"12/22/2022","86.67","86.03","86.73","84.69","15.49M","-0.29%"
"12/21/2022","86.92","87.19","88.10","86.48","11.00M","-0.11%"
"12/20/2022","87.02","86.08","87.84","85.76","14.92M","1.45%"
"12/19/2022","85.78","89.44","89.46","85.41","19.23M","-4.77%"
"12/16/2022","90.08","90.19","91.08","88.81","26.38M","-0.45%"
"12/15/2022","90.49","92.47","93.12","90.11","15.96M","-3.89%"
"12/14/2022","94.15","94.54","95.47","92.62","11.51M","-0.58%"
"12/13/2022","94.70","96.49","97.39","93.57","22.88M","0.04%"
"12/12/2022","94.66","93.73","94.66","92.61","14.14M","1.37%"
"12/09/2022","93.38","92.37","94.91","91.90","10.11M","0.90%"
"12/08/2022","92.55","92.50","93.43","91.67","9.35M","0.43%"
"12/07/2022","92.15","92.66","92.79","91.26","10.35M","-0.15%"
"12/06/2022","92.29","95.73","96.00","91.98","11.49M","-3.79%"
"12/05/2022","95.93","98.24","99.16","95.67","10.76M","-3.52%"
"12/02/2022","99.43","97.46","99.69","97.01","12.61M","0.85%"
"12/01/2022","98.59","97.87","98.83","96.58","13.86M","0.74%"
"11/30/2022","97.87","94.95","97.94","93.87","15.37M","3.36%"
"11/29/2022","94.69","96.00","96.43","93.92","13.21M","-1.05%"
"11/28/2022","95.69","98.21","99.13","95.43","13.67M","-3.22%"
"11/25/2022","98.87","98.81","99.81","98.08","6.66M","-0.01%"
"11/23/2022","98.88","96.00","99.34","95.78","15.50M","2.78%"
"11/22/2022","96.21","97.00","97.67","94.68","25.75M","-1.40%"
"11/21/2022","97.58","100.12","100.89","96.32","70.27M","6.30%"
"11/18/2022","91.80","92.86","93.16","90.91","10.01M","0.38%"
"11/17/2022","91.45","92.12","92.27","90.85","12.31M","-2.66%"
"11/16/2022","93.95","95.22","95.22","93.72","11.14M","-1.63%"
"11/15/2022","95.51","96.00","97.18","93.69","15.80M","1.30%"
"11/14/2022","94.28","95.85","96.62","94.21","20.51M","-0.77%"
"11/11/2022","95.01","91.58","95.58","91.10","22.37M","5.03%"
"11/10/2022","90.46","89.75","90.50","87.61","36.97M","4.28%"
"11/09/2022","86.75","90.55","91.10","86.28","62.03M","-13.16%"
"11/08/2022","99.90","100.74","101.97","98.05","27.13M","-0.53%"
"11/07/2022","100.43","100.88","101.56","98.99","11.36M","0.85%"
"11/04/2022","99.58","101.15","101.16","98.11","11.04M","0.33%"
"11/03/2022","99.25","100.20","100.70","98.56","8.98M","-2.52%"
"11/02/2022","101.82","105.45","106.08","101.79","9.59M","-3.94%"
"11/01/2022","106.00","107.70","108.84","105.64","7.96M","-0.51%"
"10/31/2022","106.54","105.66","106.90","104.82","8.81M","0.56%"
"10/28/2022","105.95","104.08","106.09","103.53","7.25M","1.45%"
"10/27/2022","104.44","105.81","106.87","104.31","8.67M","-0.18%"
"10/26/2022","104.63","103.53","107.43","103.53","9.22M","0.26%"
"10/25/2022","104.36","102.16","104.73","102.03","7.69M","2.60%"
"10/24/2022","101.72","102.12","103.19","100.12","8.22M","-0.31%"
"10/21/2022","102.04","98.35","102.30","97.89","10.19M","3.50%"
"10/20/2022","98.59","98.23","100.75","98.11","8.21M","-0.40%"
"10/19/2022","98.99","100.44","101.86","98.50","11.73M","0.52%"
"10/18/2022","98.48","99.87","100.37","97.64","8.53M","1.18%"
"10/17/2022","97.33","96.38","97.97","96.26","7.08M","3.05%"
"10/14/2022","94.45","97.47","98.09","94.33","8.21M","-2.27%"
"10/13/2022","96.64","91.57","96.97","90.71","11.03M","3.46%"
"10/12/2022","93.41","93.16","94.07","92.20","6.16M","0.33%"
"10/11/2022","93.10","94.81","95.06","92.65","8.90M","-2.16%"
"10/10/2022","95.16","97.59","97.74","94.42","9.53M","-2.06%"
"10/07/2022","97.16","98.51","98.80","96.45","7.05M","-2.88%"
"10/06/2022","100.04","100.43","101.46","99.87","6.73M","-0.75%"
"10/05/2022","100.80","100.04","101.22","98.70","7.56M","-0.63%"
"10/04/2022","101.44","98.68","101.52","98.23","10.23M","4.44%"
"10/03/2022","97.13","95.73","97.78","94.50","9.47M","2.97%"
"09/30/2022","94.33","96.50","97.48","94.28","12.09M","-3.20%"
"09/29/2022","97.45","98.53","98.60","96.23","9.44M","-1.96%"
"09/28/2022","99.40","95.79","99.87","95.45","12.90M","3.70%"
"09/27/2022","95.85","99.53","99.64","95.43","13.36M","-2.31%"
"09/26/2022","98.12","98.95","100.66","98.06","9.76M","-1.39%"
"09/23/2022","99.50","100.62","101.18","98.02","11.98M","-2.60%"
"09/22/2022","102.16","104.21","104.66","102.02","10.95M","-2.23%"
"09/21/2022","104.49","107.39","108.04","104.49","9.78M","-2.86%"
"09/20/2022","107.57","108.28","108.41","106.86","6.96M","-1.47%"
"09/19/2022","109.17","107.53","109.22","107.04","7.98M","0.85%"
